id,employeeid,log_datetime,direction,shortname,serialno
52617,1682,2024-11-11 13:54:02+00,In Device,CHECKIN,NCD8242000216
52618,1703,2024-11-11 13:54:19+00,Out Device,CHECKOUT,NCD8242000384
52619,1593,2024-11-11 13:54:22+00,Out Device,CHECKOUT,NCD8242000384
52620,1293,2024-11-11 13:54:14+00,In Device,CHECKIN,NCD8242000216
52621,1708,2024-11-11 13:54:24+00,Out Device,CHECKOUT,NCD8242000384
52622,1487,2024-11-11 13:54:17+00,In Device,CHECKIN,NCD8242000216
52623,1645,2024-11-11 13:54:26+00,Out Device,CHECKOUT,NCD8242000384
52624,1542,2024-11-11 13:54:19+00,In Device,CHECKIN,NCD8242000216
52625,1591,2024-11-11 13:54:21+00,In Device,CHECKIN,NCD8242000216
52626,1047,2024-11-11 13:54:48+00,In Device,CHECKIN,NCD8242000216
52724,1236,2024-11-11 14:04:32+00,In Device,CHECKIN,NCD8242000216
52725,1635,2024-11-11 14:04:35+00,In Device,CHECKIN,NCD8242000216
52726,1545,2024-11-11 14:04:37+00,In Device,CHECKIN,NCD8242000216
52727,1334,2024-11-11 14:04:45+00,In Device,CHECKIN,NCD8242000216
52732,1605,2024-11-11 14:05:22+00,In Device,CHECKIN,NCD8242000216
52733,1490,2024-11-11 14:05:36+00,In Device,CHECKIN,NCD8242000216
52734,1082,2024-11-11 14:05:38+00,In Device,CHECKIN,NCD8242000216
52735,1037,2024-11-11 14:05:55+00,Out Device,CHECKOUT,NCD8242000384
52748,1261,2024-11-11 21:30:29+00,In Device,CHECKIN,NCD8242000216
52749,1101,2024-11-11 21:30:31+00,In Device,CHECKIN,NCD8242000216
52750,1054,2024-11-11 21:30:33+00,In Device,CHECKIN,NCD8242000216
52751,1523,2024-11-11 21:30:49+00,In Device,CHECKIN,NCD8242000216
52752,1595,2024-11-11 21:30:51+00,In Device,CHECKIN,NCD8242000216
52465,1078,2024-11-11 05:44:15+00,In Device,CHECKIN,NCD8242000216
52466,1645,2024-11-11 05:44:34+00,In Device,CHECKIN,NCD8242000216
52468,904,2024-11-11 05:45:31+00,In Device,CHECKIN,NCD8242000216
52582,1145,2024-11-11 13:45:56+00,In Device,CHECKIN,NCD8242000216
52583,1150,2024-11-11 13:46:05+00,In Device,CHECKIN,NCD8242000216
52584,1279,2024-11-11 13:46:06+00,In Device,CHECKIN,NCD8242000216
52585,1527,2024-11-11 13:46:08+00,In Device,CHECKIN,NCD8242000216
52586,1550,2024-11-11 13:46:10+00,In Device,CHECKIN,NCD8242000216
52587,1699,2024-11-11 13:46:13+00,In Device,CHECKIN,NCD8242000216
52589,1672,2024-11-11 13:46:55+00,In Device,CHECKIN,NCD8242000216
52632,1336,2024-11-11 13:55:19+00,In Device,CHECKIN,NCD8242000216
52633,1045,2024-11-11 13:55:39+00,In Device,CHECKIN,NCD8242000216
52634,1507,2024-11-11 13:55:49+00,Out Device,CHECKOUT,NCD8242000384
52635,1384,2024-11-11 13:55:41+00,In Device,CHECKIN,NCD8242000216
52655,1479,2024-11-11 13:58:01+00,Out Device,CHECKOUT,NCD8242000384
52656,1416,2024-11-11 13:58:02+00,Out Device,CHECKOUT,NCD8242000384
52657,1552,2024-11-11 13:58:06+00,Out Device,CHECKOUT,NCD8242000384
52658,894,2024-11-11 13:58:08+00,Out Device,CHECKOUT,NCD8242000384
52659,1704,2024-11-11 13:58:13+00,Out Device,CHECKOUT,NCD8242000384
52660,1705,2024-11-11 13:58:17+00,Out Device,CHECKOUT,NCD8242000384
52661,1697,2024-11-11 13:58:27+00,Out Device,CHECKOUT,NCD8242000384
52743,1543,2024-11-11 17:00:13+00,Out Device,CHECKOUT,NCD8242000384
52744,1449,2024-11-11 17:00:16+00,Out Device,CHECKOUT,NCD8242000384
52753,1434,2024-11-11 21:31:51+00,In Device,CHECKIN,NCD8242000216
52754,1482,2024-11-11 21:32:08+00,In Device,CHECKIN,NCD8242000216
52757,1085,2024-11-11 21:36:35+00,In Device,CHECKIN,NCD8242000216
52758,932,2024-11-11 21:36:38+00,In Device,CHECKIN,NCD8242000216
52759,1674,2024-11-11 21:36:41+00,In Device,CHECKIN,NCD8242000216
52760,1583,2024-11-11 21:36:43+00,In Device,CHECKIN,NCD8242000216
52761,1126,2024-11-11 21:36:48+00,In Device,CHECKIN,NCD8242000216
52762,1185,2024-11-11 21:36:49+00,In Device,CHECKIN,NCD8242000216
52765,1372,2024-11-11 21:37:35+00,In Device,CHECKIN,NCD8242000216
52766,850,2024-11-11 21:37:38+00,In Device,CHECKIN,NCD8242000216
52767,952,2024-11-11 21:37:40+00,In Device,CHECKIN,NCD8242000216
52768,1546,2024-11-11 21:37:42+00,In Device,CHECKIN,NCD8242000216
52769,1679,2024-11-11 21:37:44+00,In Device,CHECKIN,NCD8242000216
52770,5,2024-11-11 21:38:10+00,In Device,CHECKIN,NCD8242000216
52771,1529,2024-11-11 21:38:13+00,In Device,CHECKIN,NCD8242000216
52772,1386,2024-11-11 21:38:32+00,In Device,CHECKIN,NCD8242000216
52773,1200,2024-11-11 21:38:35+00,In Device,CHECKIN,NCD8242000216
52774,1196,2024-11-11 21:38:37+00,In Device,CHECKIN,NCD8242000216
52779,1561,2024-11-11 21:42:25+00,In Device,CHECKIN,NCD8242000216
52815,1287,2024-11-11 21:55:42+00,Out Device,CHECKOUT,NCD8242000384
52816,1286,2024-11-11 21:55:47+00,Out Device,CHECKOUT,NCD8242000384
52831,1119,2024-11-11 21:57:35+00,Out Device,CHECKOUT,NCD8242000384
52832,844,2024-11-11 21:57:37+00,Out Device,CHECKOUT,NCD8242000384
52833,1696,2024-11-11 21:57:39+00,Out Device,CHECKOUT,NCD8242000384
52834,1351,2024-11-11 21:57:44+00,Out Device,CHECKOUT,NCD8242000384
52878,1536,2024-11-11 22:04:22+00,Out Device,CHECKOUT,NCD8242000384
52879,1243,2024-11-11 22:04:23+00,Out Device,CHECKOUT,NCD8242000384
52880,1572,2024-11-11 22:04:25+00,Out Device,CHECKOUT,NCD8242000384
52881,1293,2024-11-11 22:05:29+00,Out Device,CHECKOUT,NCD8242000384
52890,1185,2024-11-12 01:14:06+00,In Device,CHECKIN,NCD8242000216
52928,1645,2024-11-12 05:51:10+00,In Device,CHECKIN,NCD8242000216
52929,1388,2024-11-12 05:51:15+00,In Device,CHECKIN,NCD8242000216
52930,1469,2024-11-12 05:51:18+00,In Device,CHECKIN,NCD8242000216
52931,1428,2024-11-12 05:51:28+00,In Device,CHECKIN,NCD8242000216
52932,1335,2024-11-12 05:51:30+00,In Device,CHECKIN,NCD8242000216
52933,1172,2024-11-12 05:51:33+00,In Device,CHECKIN,NCD8242000216
52934,1191,2024-11-12 05:51:34+00,In Device,CHECKIN,NCD8242000216
52935,1666,2024-11-12 05:51:38+00,In Device,CHECKIN,NCD8242000216
52936,1585,2024-11-12 05:52:02+00,In Device,CHECKIN,NCD8242000216
52944,845,2024-11-12 05:54:16+00,In Device,CHECKIN,NCD8242000216
52954,1038,2024-11-12 05:55:35+00,In Device,CHECKIN,NCD8242000216
52955,1532,2024-11-12 05:55:44+00,In Device,CHECKIN,NCD8242000216
52956,1561,2024-11-12 05:55:53+00,Out Device,CHECKOUT,NCD8242000384
52957,1663,2024-11-12 05:55:46+00,In Device,CHECKIN,NCD8242000216
52958,1670,2024-11-12 05:55:48+00,In Device,CHECKIN,NCD8242000216
52959,1342,2024-11-12 05:55:57+00,Out Device,CHECKOUT,NCD8242000384
52960,1594,2024-11-12 05:55:56+00,In Device,CHECKIN,NCD8242000216
52961,1597,2024-11-12 05:55:58+00,In Device,CHECKIN,NCD8242000216
52962,1582,2024-11-12 05:56:06+00,In Device,CHECKIN,NCD8242000216
52963,932,2024-11-12 05:57:08+00,Out Device,CHECKOUT,NCD8242000384
52964,1300,2024-11-12 05:57:12+00,Out Device,CHECKOUT,NCD8242000384
52965,1557,2024-11-12 05:57:15+00,Out Device,CHECKOUT,NCD8242000384
52966,1101,2024-11-12 05:57:21+00,Out Device,CHECKOUT,NCD8242000384
52967,1316,2024-11-12 05:57:23+00,Out Device,CHECKOUT,NCD8242000384
52968,798,2024-11-12 05:57:21+00,In Device,CHECKIN,NCD8242000216
52969,1033,2024-11-12 05:57:50+00,Out Device,CHECKOUT,NCD8242000384
52540,1086,2024-11-11 06:03:24+00,In Device,CHECKIN,NCD8242000216
52541,1052,2024-11-11 06:03:35+00,In Device,CHECKIN,NCD8242000216
52542,1648,2024-11-11 06:03:37+00,In Device,CHECKIN,NCD8242000216
52543,1673,2024-11-11 06:03:39+00,In Device,CHECKIN,NCD8242000216
52578,1410,2024-11-11 13:41:43+00,In Device,CHECKIN,NCD8242000216
52594,1483,2024-11-11 13:48:53+00,In Device,CHECKIN,NCD8242000216
52597,1311,2024-11-11 13:49:57+00,In Device,CHECKIN,NCD8242000216
52722,1624,2024-11-11 14:04:11+00,Out Device,CHECKOUT,NCD8242000384
52723,965,2024-11-11 14:04:09+00,In Device,CHECKIN,NCD8242000216
52728,1693,2024-11-11 14:05:03+00,In Device,CHECKIN,NCD8242000216
52729,1696,2024-11-11 14:05:05+00,In Device,CHECKIN,NCD8242000216
52730,1572,2024-11-11 14:05:16+00,In Device,CHECKIN,NCD8242000216
52731,1571,2024-11-11 14:05:19+00,In Device,CHECKIN,NCD8242000216
52736,1673,2024-11-11 14:06:10+00,Out Device,CHECKOUT,NCD8242000384
52763,994,2024-11-11 21:37:09+00,In Device,CHECKIN,NCD8242000216
52764,1519,2024-11-11 21:37:12+00,In Device,CHECKIN,NCD8242000216
52786,1358,2024-11-11 21:43:35+00,In Device,CHECKIN,NCD8242000216
52787,1120,2024-11-11 21:43:47+00,In Device,CHECKIN,NCD8242000216
52789,944,2024-11-11 21:45:24+00,In Device,CHECKIN,NCD8242000216
52790,1506,2024-11-11 21:45:27+00,In Device,CHECKIN,NCD8242000216
52791,1464,2024-11-11 21:45:30+00,In Device,CHECKIN,NCD8242000216
52794,1462,2024-11-11 21:50:13+00,In Device,CHECKIN,NCD8242000216
52803,1562,2024-11-11 21:52:02+00,In Device,CHECKIN,NCD8242000216
52804,1548,2024-11-11 21:52:05+00,In Device,CHECKIN,NCD8242000216
52805,1342,2024-11-11 21:52:07+00,In Device,CHECKIN,NCD8242000216
52806,1603,2024-11-11 21:52:10+00,In Device,CHECKIN,NCD8242000216
52807,1373,2024-11-11 21:52:16+00,In Device,CHECKIN,NCD8242000216
52808,1341,2024-11-11 21:52:18+00,In Device,CHECKIN,NCD8242000216
52809,1503,2024-11-11 21:53:23+00,In Device,CHECKIN,NCD8242000216
52850,1470,2024-11-11 21:59:03+00,Out Device,CHECKOUT,NCD8242000384
52851,1541,2024-11-11 21:59:05+00,Out Device,CHECKOUT,NCD8242000384
52852,1081,2024-11-11 21:59:07+00,Out Device,CHECKOUT,NCD8242000384
52853,1483,2024-11-11 21:59:10+00,Out Device,CHECKOUT,NCD8242000384
52854,1145,2024-11-11 21:59:15+00,Out Device,CHECKOUT,NCD8242000384
52855,1690,2024-11-11 21:59:32+00,Out Device,CHECKOUT,NCD8242000384
52916,1439,2024-11-12 05:48:38+00,In Device,CHECKIN,NCD8242000216
52917,1262,2024-11-12 05:48:40+00,In Device,CHECKIN,NCD8242000216
52918,1478,2024-11-12 05:48:48+00,In Device,CHECKIN,NCD8242000216
52919,1416,2024-11-12 05:48:50+00,In Device,CHECKIN,NCD8242000216
52924,1552,2024-11-12 05:50:05+00,In Device,CHECKIN,NCD8242000216
52925,2,2024-11-12 05:50:25+00,Out Device,CHECKOUT,NCD8242000384
52926,1674,2024-11-12 05:50:28+00,Out Device,CHECKOUT,NCD8242000384
52927,1386,2024-11-12 05:50:30+00,Out Device,CHECKOUT,NCD8242000384
52970,1464,2024-11-12 05:57:54+00,Out Device,CHECKOUT,NCD8242000384
52971,1546,2024-11-12 05:57:56+00,Out Device,CHECKOUT,NCD8242000384
52972,1462,2024-11-12 05:57:58+00,Out Device,CHECKOUT,NCD8242000384
52973,1494,2024-11-12 05:58:02+00,Out Device,CHECKOUT,NCD8242000384
52974,1583,2024-11-12 05:58:09+00,Out Device,CHECKOUT,NCD8242000384
52975,1054,2024-11-12 05:58:14+00,Out Device,CHECKOUT,NCD8242000384
52976,1261,2024-11-12 05:58:16+00,Out Device,CHECKOUT,NCD8242000384
52977,1603,2024-11-12 05:58:19+00,Out Device,CHECKOUT,NCD8242000384
52978,1085,2024-11-12 05:58:21+00,Out Device,CHECKOUT,NCD8242000384
52979,1120,2024-11-12 05:58:23+00,Out Device,CHECKOUT,NCD8242000384
52980,1550,2024-11-12 05:58:25+00,Out Device,CHECKOUT,NCD8242000384
52981,1378,2024-11-12 05:58:29+00,Out Device,CHECKOUT,NCD8242000384
52988,1548,2024-11-12 05:59:47+00,Out Device,CHECKOUT,NCD8242000384
52989,1334,2024-11-12 05:59:54+00,Out Device,CHECKOUT,NCD8242000384
52990,1618,2024-11-12 05:59:59+00,Out Device,CHECKOUT,NCD8242000384
53040,1700,2024-11-12 06:07:32+00,Out Device,CHECKOUT,NCD8242000384
53041,1651,2024-11-12 06:07:56+00,Out Device,CHECKOUT,NCD8242000384
53042,1667,2024-11-12 06:07:59+00,Out Device,CHECKOUT,NCD8242000384
53043,1649,2024-11-12 06:08:01+00,Out Device,CHECKOUT,NCD8242000384
53045,1264,2024-11-12 06:09:33+00,Out Device,CHECKOUT,NCD8242000384
53048,1402,2024-11-12 06:12:26+00,In Device,CHECKIN,NCD8242000216
53049,1028,2024-11-12 06:12:29+00,In Device,CHECKIN,NCD8242000216
53050,1452,2024-11-12 06:12:31+00,In Device,CHECKIN,NCD8242000216
53055,1543,2024-11-12 07:53:58+00,In Device,CHECKIN,NCD8242000216
53056,1449,2024-11-12 07:54:01+00,In Device,CHECKIN,NCD8242000216
53057,1143,2024-11-12 07:54:03+00,In Device,CHECKIN,NCD8242000216
53060,1687,2024-11-12 08:10:04+00,In Device,CHECKIN,NCD8242000216
53755,1483,2024-11-12 11:35:30+00,In Device,CHECKIN,NCD8242000216
53761,1459,2024-11-12 13:37:24+00,In Device,CHECKIN,NCD8242000216
53765,1410,2024-11-12 13:43:02+00,In Device,CHECKIN,NCD8242000216
53766,1682,2024-11-12 13:43:15+00,In Device,CHECKIN,NCD8242000216
53767,1550,2024-11-12 13:44:31+00,In Device,CHECKIN,NCD8242000216
53768,1071,2024-11-12 13:44:40+00,In Device,CHECKIN,NCD8242000216
53780,1591,2024-11-12 13:51:16+00,In Device,CHECKIN,NCD8242000216
53781,806,2024-11-12 13:51:32+00,In Device,CHECKIN,NCD8242000216
53782,800,2024-11-12 13:51:34+00,In Device,CHECKIN,NCD8242000216
52811,1486,2024-11-11 21:55:23+00,Out Device,CHECKOUT,NCD8242000384
52812,1602,2024-11-11 21:55:26+00,Out Device,CHECKOUT,NCD8242000384
52813,1487,2024-11-11 21:55:28+00,Out Device,CHECKOUT,NCD8242000384
52814,1549,2024-11-11 21:55:31+00,Out Device,CHECKOUT,NCD8242000384
52821,1402,2024-11-11 21:56:34+00,Out Device,CHECKOUT,NCD8242000384
52822,1104,2024-11-11 21:57:03+00,Out Device,CHECKOUT,NCD8242000384
53044,1194,2024-11-12 06:08:27+00,In Device,CHECKIN,NCD8242000216
53756,1541,2024-11-12 13:32:50+00,In Device,CHECKIN,NCD8242000216
53757,1527,2024-11-12 13:33:32+00,In Device,CHECKIN,NCD8242000216
53783,965,2024-11-12 13:51:53+00,In Device,CHECKIN,NCD8242000216
53784,1286,2024-11-12 13:52:19+00,In Device,CHECKIN,NCD8242000216
53785,1289,2024-11-12 13:52:21+00,In Device,CHECKIN,NCD8242000216
53786,1644,2024-11-12 13:52:24+00,In Device,CHECKIN,NCD8242000216
53787,1545,2024-11-12 13:52:30+00,In Device,CHECKIN,NCD8242000216
53788,1648,2024-11-12 13:52:33+00,In Device,CHECKIN,NCD8242000216
53789,1565,2024-11-12 13:52:35+00,In Device,CHECKIN,NCD8242000216
53793,1514,2024-11-12 13:53:23+00,Out Device,CHECKOUT,NCD8242000384
53794,1534,2024-11-12 13:53:25+00,Out Device,CHECKOUT,NCD8242000384
53795,1311,2024-11-12 13:53:27+00,In Device,CHECKIN,NCD8242000216
53796,1081,2024-11-12 13:53:28+00,In Device,CHECKIN,NCD8242000216
53797,1092,2024-11-12 13:53:48+00,Out Device,CHECKOUT,NCD8242000384
53798,1602,2024-11-12 13:53:41+00,In Device,CHECKIN,NCD8242000216
53799,1371,2024-11-12 13:53:52+00,Out Device,CHECKOUT,NCD8242000384
53800,1037,2024-11-12 13:53:43+00,In Device,CHECKIN,NCD8242000216
53801,1191,2024-11-12 13:53:55+00,Out Device,CHECKOUT,NCD8242000384
53802,1172,2024-11-12 13:54:01+00,Out Device,CHECKOUT,NCD8242000384
53803,1426,2024-11-12 13:54:02+00,In Device,CHECKIN,NCD8242000216
53804,1420,2024-11-12 13:54:05+00,In Device,CHECKIN,NCD8242000216
53805,1283,2024-11-12 13:54:07+00,In Device,CHECKIN,NCD8242000216
53815,1490,2024-11-12 13:56:12+00,In Device,CHECKIN,NCD8242000216
53816,1691,2024-11-12 13:56:16+00,In Device,CHECKIN,NCD8242000216
53817,1707,2024-11-12 13:56:18+00,In Device,CHECKIN,NCD8242000216
53818,1694,2024-11-12 13:56:20+00,In Device,CHECKIN,NCD8242000216
53819,1119,2024-11-12 13:56:23+00,In Device,CHECKIN,NCD8242000216
53820,1645,2024-11-12 13:56:45+00,Out Device,CHECKOUT,NCD8242000384
53854,1487,2024-11-12 13:58:18+00,In Device,CHECKIN,NCD8242000216
53855,1262,2024-11-12 13:58:29+00,Out Device,CHECKOUT,NCD8242000384
53856,1335,2024-11-12 13:58:31+00,Out Device,CHECKOUT,NCD8242000384
53857,1428,2024-11-12 13:58:33+00,Out Device,CHECKOUT,NCD8242000384
53858,1416,2024-11-12 13:58:35+00,Out Device,CHECKOUT,NCD8242000384
53859,944,2024-11-12 13:58:26+00,In Device,CHECKIN,NCD8242000216
53860,1478,2024-11-12 13:58:37+00,Out Device,CHECKOUT,NCD8242000384
53861,1469,2024-11-12 13:58:42+00,Out Device,CHECKOUT,NCD8242000384
53862,1690,2024-11-12 13:58:35+00,In Device,CHECKIN,NCD8242000216
53863,1597,2024-11-12 13:58:44+00,Out Device,CHECKOUT,NCD8242000384
53864,1271,2024-11-12 13:58:48+00,Out Device,CHECKOUT,NCD8242000384
53865,1295,2024-11-12 13:58:50+00,Out Device,CHECKOUT,NCD8242000384
53866,1094,2024-11-12 13:58:53+00,Out Device,CHECKOUT,NCD8242000384
53867,1078,2024-11-12 13:58:55+00,Out Device,CHECKOUT,NCD8242000384
53868,904,2024-11-12 13:58:57+00,Out Device,CHECKOUT,NCD8242000384
53869,1150,2024-11-12 13:59:00+00,Out Device,CHECKOUT,NCD8242000384
53870,1258,2024-11-12 13:59:04+00,Out Device,CHECKOUT,NCD8242000384
53871,1661,2024-11-12 13:59:06+00,Out Device,CHECKOUT,NCD8242000384
53872,1080,2024-11-12 13:59:08+00,Out Device,CHECKOUT,NCD8242000384
53873,990,2024-11-12 13:59:11+00,Out Device,CHECKOUT,NCD8242000384
53886,858,2024-11-12 14:00:23+00,Out Device,CHECKOUT,NCD8242000384
53887,1028,2024-11-12 14:00:26+00,Out Device,CHECKOUT,NCD8242000384
53888,1287,2024-11-12 14:00:29+00,Out Device,CHECKOUT,NCD8242000384
53889,778,2024-11-12 14:00:30+00,Out Device,CHECKOUT,NCD8242000384
53890,1633,2024-11-12 14:00:40+00,Out Device,CHECKOUT,NCD8242000384
53891,1158,2024-11-12 14:00:44+00,Out Device,CHECKOUT,NCD8242000384
53895,1033,2024-11-12 14:01:33+00,In Device,CHECKIN,NCD8242000216
53896,1555,2024-11-12 14:01:39+00,In Device,CHECKIN,NCD8242000216
53897,1047,2024-11-12 14:02:03+00,Out Device,CHECKOUT,NCD8242000384
53898,1673,2024-11-12 14:02:07+00,Out Device,CHECKOUT,NCD8242000384
53899,830,2024-11-12 14:02:10+00,Out Device,CHECKOUT,NCD8242000384
53900,827,2024-11-12 14:02:14+00,Out Device,CHECKOUT,NCD8242000384
53909,1365,2024-11-12 14:04:43+00,Out Device,CHECKOUT,NCD8242000384
53910,1027,2024-11-12 14:04:53+00,In Device,CHECKIN,NCD8242000216
53918,1125,2024-11-12 14:06:32+00,Out Device,CHECKOUT,NCD8242000384
53919,1217,2024-11-12 14:06:34+00,Out Device,CHECKOUT,NCD8242000384
53920,1445,2024-11-12 14:06:40+00,Out Device,CHECKOUT,NCD8242000384
53922,1498,2024-11-12 14:08:18+00,In Device,CHECKIN,NCD8242000216
53923,1536,2024-11-12 14:08:22+00,In Device,CHECKIN,NCD8242000216
53927,1686,2024-11-12 14:09:43+00,In Device,CHECKIN,NCD8242000216
53938,1570,2024-11-12 14:54:36+00,In Device,CHECKIN,NCD8242000216
52839,1183,2024-11-11 21:58:36+00,Out Device,CHECKOUT,NCD8242000384
52840,1685,2024-11-11 21:58:37+00,Out Device,CHECKOUT,NCD8242000384
52841,1588,2024-11-11 21:58:40+00,Out Device,CHECKOUT,NCD8242000384
52842,1635,2024-11-11 21:58:43+00,Out Device,CHECKOUT,NCD8242000384
52843,1545,2024-11-11 21:58:45+00,Out Device,CHECKOUT,NCD8242000384
52844,1488,2024-11-11 21:58:48+00,Out Device,CHECKOUT,NCD8242000384
52845,1490,2024-11-11 21:58:52+00,Out Device,CHECKOUT,NCD8242000384
52846,1474,2024-11-11 21:58:54+00,Out Device,CHECKOUT,NCD8242000384
52847,1336,2024-11-11 21:58:57+00,Out Device,CHECKOUT,NCD8242000384
52848,1171,2024-11-11 21:58:58+00,Out Device,CHECKOUT,NCD8242000384
52849,1082,2024-11-11 21:59:01+00,Out Device,CHECKOUT,NCD8242000384
52869,1686,2024-11-11 22:02:06+00,Out Device,CHECKOUT,NCD8242000384
52870,1071,2024-11-11 22:02:08+00,Out Device,CHECKOUT,NCD8242000384
52871,1571,2024-11-11 22:02:27+00,Out Device,CHECKOUT,NCD8242000384
52884,1353,2024-11-11 22:06:57+00,Out Device,CHECKOUT,NCD8242000384
52885,1426,2024-11-11 22:07:03+00,Out Device,CHECKOUT,NCD8242000384
52894,1643,2024-11-12 05:40:55+00,In Device,CHECKIN,NCD8242000216
53003,916,2024-11-12 06:01:52+00,In Device,CHECKIN,NCD8242000216
53004,1625,2024-11-12 06:01:54+00,In Device,CHECKIN,NCD8242000216
53051,1492,2024-11-12 06:12:33+00,In Device,CHECKIN,NCD8242000216
53020,1421,2024-11-12 06:03:49+00,In Device,CHECKIN,NCD8242000216
53021,1454,2024-11-12 06:03:52+00,In Device,CHECKIN,NCD8242000216
53022,1092,2024-11-12 06:04:44+00,In Device,CHECKIN,NCD8242000216
53023,1371,2024-11-12 06:04:47+00,In Device,CHECKIN,NCD8242000216
53024,1529,2024-11-12 06:05:01+00,Out Device,CHECKOUT,NCD8242000384
53025,1365,2024-11-12 06:04:53+00,In Device,CHECKIN,NCD8242000216
53026,1611,2024-11-12 06:04:55+00,In Device,CHECKIN,NCD8242000216
53027,1531,2024-11-12 06:04:57+00,In Device,CHECKIN,NCD8242000216
53028,1613,2024-11-12 06:04:59+00,In Device,CHECKIN,NCD8242000216
53034,1445,2024-11-12 06:05:37+00,In Device,CHECKIN,NCD8242000216
53035,1230,2024-11-12 06:05:40+00,In Device,CHECKIN,NCD8242000216
53036,1483,2024-11-12 06:05:43+00,In Device,CHECKIN,NCD8242000216
53037,1245,2024-11-12 06:05:44+00,In Device,CHECKIN,NCD8242000216
53038,1592,2024-11-12 06:05:45+00,In Device,CHECKIN,NCD8242000216
53046,858,2024-11-12 06:09:48+00,In Device,CHECKIN,NCD8242000216
53047,778,2024-11-12 06:09:51+00,In Device,CHECKIN,NCD8242000216
53058,1624,2024-11-12 07:57:30+00,In Device,CHECKIN,NCD8242000216
53759,1507,2024-11-12 13:35:43+00,In Device,CHECKIN,NCD8242000216
53760,1588,2024-11-12 13:35:46+00,In Device,CHECKIN,NCD8242000216
53762,1488,2024-11-12 13:38:18+00,In Device,CHECKIN,NCD8242000216
53763,844,2024-11-12 13:38:19+00,In Device,CHECKIN,NCD8242000216
53764,1461,2024-11-12 13:38:22+00,In Device,CHECKIN,NCD8242000216
53769,1104,2024-11-12 13:46:26+00,In Device,CHECKIN,NCD8242000216
53770,997,2024-11-12 13:46:34+00,In Device,CHECKIN,NCD8242000216
53806,1474,2024-11-12 13:54:18+00,In Device,CHECKIN,NCD8242000216
53807,1470,2024-11-12 13:54:20+00,In Device,CHECKIN,NCD8242000216
53808,6,2024-11-12 13:54:22+00,In Device,CHECKIN,NCD8242000216
53809,1185,2024-11-12 13:54:22+00,In Device,CHECKIN,NCD8242000216
53810,1672,2024-11-12 13:54:36+00,In Device,CHECKIN,NCD8242000216
53811,1497,2024-11-12 13:54:38+00,In Device,CHECKIN,NCD8242000216
53911,1668,2024-11-12 14:05:36+00,Out Device,CHECKOUT,NCD8242000384
53921,825,2024-11-12 14:08:05+00,In Device,CHECKIN,NCD8242000216
53929,1353,2024-11-12 14:12:59+00,In Device,CHECKIN,NCD8242000216
53930,1529,2024-11-12 14:13:01+00,In Device,CHECKIN,NCD8242000216
53936,1404,2024-11-12 14:13:41+00,In Device,CHECKIN,NCD8242000216
53937,1215,2024-11-12 14:13:44+00,In Device,CHECKIN,NCD8242000216
53029,1295,2024-11-12 06:05:05+00,In Device,CHECKIN,NCD8242000216
53030,1287,2024-11-12 06:05:08+00,In Device,CHECKIN,NCD8242000216
53031,1047,2024-11-12 06:05:10+00,In Device,CHECKIN,NCD8242000216
53032,1053,2024-11-12 06:05:12+00,In Device,CHECKIN,NCD8242000216
53033,1639,2024-11-12 06:05:30+00,In Device,CHECKIN,NCD8242000216
53039,1708,2024-11-12 06:06:04+00,In Device,CHECKIN,NCD8242000216
53059,1063,2024-11-12 07:59:05+00,In Device,CHECKIN,NCD8242000216
53052,1601,2024-11-12 06:16:03+00,In Device,CHECKIN,NCD8242000216
53053,911,2024-11-12 06:18:30+00,In Device,CHECKIN,NCD8242000216
53054,1558,2024-11-12 06:18:32+00,In Device,CHECKIN,NCD8242000216
53812,1336,2024-11-12 13:56:02+00,In Device,CHECKIN,NCD8242000216
53813,1082,2024-11-12 13:56:04+00,In Device,CHECKIN,NCD8242000216
53814,1605,2024-11-12 13:56:06+00,In Device,CHECKIN,NCD8242000216
53832,1606,2024-11-12 13:57:21+00,Out Device,CHECKOUT,NCD8242000384
53833,1437,2024-11-12 13:57:37+00,Out Device,CHECKOUT,NCD8242000384
53834,1236,2024-11-12 13:57:29+00,In Device,CHECKIN,NCD8242000216
53835,1070,2024-11-12 13:57:41+00,Out Device,CHECKOUT,NCD8242000384
53836,1439,2024-11-12 13:57:45+00,Out Device,CHECKOUT,NCD8242000384
53837,966,2024-11-12 13:57:37+00,In Device,CHECKIN,NCD8242000216
53838,1585,2024-11-12 13:57:47+00,Out Device,CHECKOUT,NCD8242000384
53839,1496,2024-11-12 13:57:39+00,In Device,CHECKIN,NCD8242000216
53874,1201,2024-11-12 13:59:26+00,Out Device,CHECKOUT,NCD8242000384
53875,1194,2024-11-12 13:59:28+00,Out Device,CHECKOUT,NCD8242000384
53876,7,2024-11-12 13:59:34+00,Out Device,CHECKOUT,NCD8242000384
53877,1454,2024-11-12 13:59:36+00,Out Device,CHECKOUT,NCD8242000384
53878,1421,2024-11-12 13:59:39+00,Out Device,CHECKOUT,NCD8242000384
53879,1636,2024-11-12 13:59:49+00,Out Device,CHECKOUT,NCD8242000384
53880,1145,2024-11-12 13:59:52+00,Out Device,CHECKOUT,NCD8242000384
53881,1670,2024-11-12 13:59:54+00,Out Device,CHECKOUT,NCD8242000384
53882,1663,2024-11-12 13:59:56+00,Out Device,CHECKOUT,NCD8242000384
