id,employeeid,log_datetime,direction,shortname,serialno
1,JYOTHI123,2024-07-16 15:55:57+00,In Device,CHECKIN,NCD8242000216
2,RAGINI001,2024-07-16 15:57:18+00,In Device,CHECKIN,NCD8242000216
3,JYOTHI123,2024-07-29 12:45:46+00,In Device,CHECKIN,NCD8242000216
4,1183,2024-07-29 12:47:20+00,In Device,CHECKIN,NCD8242000216
5,911,2024-07-29 12:52:48+00,In Device,CHECKIN,NCD8242000216
6,1287,2024-07-29 12:54:02+00,In Device,CHECKIN,NCD8242000216
7,1371,2024-07-29 12:55:26+00,In Device,CHECKIN,NCD8242000216
8,1,2024-07-29 12:56:15+00,In Device,CHECKIN,NCD8242000216
9,1601,2024-07-29 12:57:56+00,In Device,CHECKIN,NCD8242000216
10,RAGINI001,2024-07-29 12:59:26+00,In Device,CHECKIN,NCD8242000216
11,1525,2024-07-29 13:00:29+00,In Device,CHECKIN,NCD8242000216
12,1514,2024-07-29 13:02:31+00,In Device,CHECKIN,NCD8242000216
13,1663,2024-07-29 13:05:25+00,In Device,CHECKIN,NCD8242000216
14,1271,2024-07-29 13:12:39+00,In Device,CHECKIN,NCD8242000216
15,1534,2024-07-29 13:13:37+00,In Device,CHECKIN,NCD8242000216
16,1201,2024-07-29 13:14:56+00,In Device,CHECKIN,NCD8242000216
17,1528,2024-07-29 13:18:08+00,In Device,CHECKIN,NCD8242000216
18,1232,2024-07-29 13:58:55+00,In Device,CHECKIN,NCD8242000216
19,1421,2024-07-29 13:59:58+00,In Device,CHECKIN,NCD8242000216
20,1258,2024-07-29 14:00:03+00,In Device,CHECKIN,NCD8242000216
21,1287,2024-07-29 19:28:11+00,In Device,CHECKIN,NCD8242000216
22,1287,2024-07-29 21:58:28+00,In Device,CHECKIN,NCD8242000216
23,1258,2024-07-30 05:50:29+00,In Device,CHECKIN,NCD8242000216
24,1287,2024-07-30 05:51:32+00,In Device,CHECKIN,NCD8242000216
25,1232,2024-07-30 05:53:01+00,In Device,CHECKIN,NCD8242000216
26,1469,2024-07-30 05:53:03+00,In Device,CHECKIN,NCD8242000216
27,1601,2024-07-30 05:53:09+00,In Device,CHECKIN,NCD8242000216
28,1194,2024-07-30 05:53:13+00,In Device,CHECKIN,NCD8242000216
29,1534,2024-07-30 06:03:35+00,In Device,CHECKIN,NCD8242000216
30,1201,2024-07-30 06:03:37+00,In Device,CHECKIN,NCD8242000216
31,1183,2024-07-30 06:05:00+00,In Device,CHECKIN,NCD8242000216
32,1271,2024-07-30 06:05:11+00,In Device,CHECKIN,NCD8242000216
33,1663,2024-07-30 06:05:47+00,In Device,CHECKIN,NCD8242000216
34,1645,2024-07-30 06:10:13+00,In Device,CHECKIN,NCD8242000216
35,1663,2024-07-30 07:59:58+00,In Device,CHECKIN,NCD8242000216
36,1644,2024-07-30 08:36:31+00,In Device,CHECKIN,NCD8242000216
37,1643,2024-07-30 08:42:03+00,In Device,CHECKIN,NCD8242000216
38,1287,2024-07-30 10:57:47+00,In Device,CHECKIN,NCD8242000216
39,1403,2024-07-30 11:43:10+00,In Device,CHECKIN,NCD8242000216
40,1663,2024-07-30 12:11:28+00,In Device,CHECKIN,NCD8242000216
41,911,2024-07-30 13:41:52+00,In Device,CHECKIN,NCD8242000216
42,1403,2024-07-30 13:56:14+00,In Device,CHECKIN,NCD8242000216
43,1194,2024-07-30 13:56:23+00,In Device,CHECKIN,NCD8242000216
44,1525,2024-07-30 13:56:26+00,In Device,CHECKIN,NCD8242000216
45,1514,2024-07-30 13:56:27+00,In Device,CHECKIN,NCD8242000216
46,1534,2024-07-30 13:56:31+00,In Device,CHECKIN,NCD8242000216
47,1528,2024-07-30 13:57:16+00,In Device,CHECKIN,NCD8242000216
48,1645,2024-07-30 13:57:19+00,In Device,CHECKIN,NCD8242000216
49,1643,2024-07-30 13:57:24+00,In Device,CHECKIN,NCD8242000216
50,1644,2024-07-30 13:57:26+00,In Device,CHECKIN,NCD8242000216
51,1663,2024-07-30 14:01:52+00,In Device,CHECKIN,NCD8242000216
52,1601,2024-07-30 14:04:47+00,In Device,CHECKIN,NCD8242000216
53,1258,2024-07-30 14:06:18+00,In Device,CHECKIN,NCD8242000216
54,1201,2024-07-30 14:06:25+00,In Device,CHECKIN,NCD8242000216
55,1287,2024-07-30 14:06:29+00,In Device,CHECKIN,NCD8242000216
56,1232,2024-07-30 14:08:00+00,In Device,CHECKIN,NCD8242000216
57,1469,2024-07-30 14:08:01+00,In Device,CHECKIN,NCD8242000216
58,1271,2024-07-30 14:08:15+00,In Device,CHECKIN,NCD8242000216
59,JYOTHI123,2024-07-30 14:28:15+00,In Device,CHECKIN,NCD8242000216
60,806,2024-07-30 14:30:24+00,In Device,CHECKIN,NCD8242000216
61,1237,2024-07-30 14:35:08+00,In Device,CHECKIN,NCD8242000216
62,1030,2024-07-30 14:36:55+00,In Device,CHECKIN,NCD8242000216
63,1619,2024-07-30 14:38:53+00,In Device,CHECKIN,NCD8242000216
64,800,2024-07-30 14:43:11+00,In Device,CHECKIN,NCD8242000216
65,844,2024-07-30 14:48:54+00,In Device,CHECKIN,NCD8242000216
66,828,2024-07-30 14:51:08+00,In Device,CHECKIN,NCD8242000216
67,1620,2024-07-30 14:53:35+00,In Device,CHECKIN,NCD8242000216
68,1558,2024-07-30 14:55:01+00,In Device,CHECKIN,NCD8242000216
69,1236,2024-07-30 14:56:38+00,In Device,CHECKIN,NCD8242000216
70,1145,2024-07-30 14:57:58+00,In Device,CHECKIN,NCD8242000216
71,1056,2024-07-30 15:00:31+00,In Device,CHECKIN,NCD8242000216
72,1622,2024-07-30 15:01:53+00,In Device,CHECKIN,NCD8242000216
73,1633,2024-07-30 15:06:23+00,In Device,CHECKIN,NCD8242000216
74,1647,2024-07-30 15:08:27+00,In Device,CHECKIN,NCD8242000216
75,1180,2024-07-30 15:10:20+00,In Device,CHECKIN,NCD8242000216
76,1150,2024-07-30 15:11:35+00,In Device,CHECKIN,NCD8242000216
77,1508,2024-07-30 15:13:30+00,In Device,CHECKIN,NCD8242000216
78,907,2024-07-30 15:15:32+00,In Device,CHECKIN,NCD8242000216
79,1419,2024-07-30 15:17:34+00,In Device,CHECKIN,NCD8242000216
80,1334,2024-07-30 15:19:39+00,In Device,CHECKIN,NCD8242000216
81,1295,2024-07-30 15:21:11+00,In Device,CHECKIN,NCD8242000216
82,1119,2024-07-30 15:23:03+00,In Device,CHECKIN,NCD8242000216
83,1527,2024-07-30 15:25:34+00,In Device,CHECKIN,NCD8242000216
84,1336,2024-07-30 15:27:49+00,In Device,CHECKIN,NCD8242000216
85,976,2024-07-30 15:30:07+00,In Device,CHECKIN,NCD8242000216
86,1604,2024-07-30 15:31:52+00,In Device,CHECKIN,NCD8242000216
87,1617,2024-07-30 15:33:46+00,In Device,CHECKIN,NCD8242000216
88,827,2024-07-30 15:36:00+00,In Device,CHECKIN,NCD8242000216
89,1490,2024-07-30 15:37:41+00,In Device,CHECKIN,NCD8242000216
90,964,2024-07-30 15:39:07+00,In Device,CHECKIN,NCD8242000216
91,1599,2024-07-30 15:41:21+00,In Device,CHECKIN,NCD8242000216
92,1459,2024-07-30 15:43:21+00,In Device,CHECKIN,NCD8242000216
93,1461,2024-07-30 15:44:17+00,In Device,CHECKIN,NCD8242000216
94,1142,2024-07-30 15:48:15+00,In Device,CHECKIN,NCD8242000216
95,1279,2024-07-30 15:52:28+00,In Device,CHECKIN,NCD8242000216
96,1567,2024-07-30 15:56:52+00,In Device,CHECKIN,NCD8242000216
97,1542,2024-07-30 15:58:07+00,In Device,CHECKIN,NCD8242000216
98,828,2024-07-30 15:58:56+00,In Device,CHECKIN,NCD8242000216
99,1080,2024-07-30 16:01:38+00,In Device,CHECKIN,NCD8242000216
100,806,2024-07-30 16:01:50+00,In Device,CHECKIN,NCD8242000216
101,1400,2024-07-30 16:04:13+00,In Device,CHECKIN,NCD8242000216
102,1550,2024-07-30 16:06:06+00,In Device,CHECKIN,NCD8242000216
103,965,2024-07-30 16:07:43+00,In Device,CHECKIN,NCD8242000216
104,1454,2024-07-30 16:09:09+00,In Device,CHECKIN,NCD8242000216
105,911,2024-07-30 16:13:21+00,In Device,CHECKIN,NCD8242000216
106,1171,2024-07-30 16:14:46+00,In Device,CHECKIN,NCD8242000216
107,1480,2024-07-30 16:16:49+00,In Device,CHECKIN,NCD8242000216
108,1474,2024-07-30 16:18:14+00,In Device,CHECKIN,NCD8242000216
109,1082,2024-07-30 16:20:42+00,In Device,CHECKIN,NCD8242000216
110,1081,2024-07-30 16:22:34+00,In Device,CHECKIN,NCD8242000216
111,928,2024-07-30 16:24:31+00,In Device,CHECKIN,NCD8242000216
112,1259,2024-07-30 16:26:02+00,In Device,CHECKIN,NCD8242000216
113,1128,2024-07-30 16:27:49+00,In Device,CHECKIN,NCD8242000216
114,1545,2024-07-30 16:29:56+00,In Device,CHECKIN,NCD8242000216
115,1404,2024-07-30 16:31:23+00,In Device,CHECKIN,NCD8242000216
116,793,2024-07-30 16:33:10+00,In Device,CHECKIN,NCD8242000216
117,1661,2024-07-30 16:37:32+00,In Device,CHECKIN,NCD8242000216
118,1541,2024-07-30 16:38:43+00,In Device,CHECKIN,NCD8242000216
119,1507,2024-07-30 16:40:39+00,In Device,CHECKIN,NCD8242000216
120,1262,2024-07-30 16:44:28+00,In Device,CHECKIN,NCD8242000216
121,1287,2024-07-30 16:45:27+00,In Device,CHECKIN,NCD8242000216
122,1384,2024-07-30 16:46:23+00,In Device,CHECKIN,NCD8242000216
123,1045,2024-07-30 16:48:00+00,In Device,CHECKIN,NCD8242000216
124,1027,2024-07-30 16:49:57+00,In Device,CHECKIN,NCD8242000216
125,1030,2024-07-30 16:50:07+00,In Device,CHECKIN,NCD8242000216
126,1658,2024-07-30 16:51:21+00,In Device,CHECKIN,NCD8242000216
127,1311,2024-07-30 16:52:27+00,In Device,CHECKIN,NCD8242000216
128,1602,2024-07-30 17:08:42+00,In Device,CHECKIN,NCD8242000216
129,1420,2024-07-30 17:11:20+00,In Device,CHECKIN,NCD8242000216
130,1478,2024-07-30 17:14:34+00,In Device,CHECKIN,NCD8242000216
131,1416,2024-07-30 17:16:36+00,In Device,CHECKIN,NCD8242000216
132,1479,2024-07-30 17:19:04+00,In Device,CHECKIN,NCD8242000216
133,885,2024-07-30 17:20:49+00,In Device,CHECKIN,NCD8242000216
134,1588,2024-07-30 17:21:58+00,In Device,CHECKIN,NCD8242000216
135,1635,2024-07-30 17:26:52+00,In Device,CHECKIN,NCD8242000216
136,1245,2024-07-30 17:28:30+00,In Device,CHECKIN,NCD8242000216
137,1230,2024-07-30 17:29:35+00,In Device,CHECKIN,NCD8242000216
138,1627,2024-07-30 17:30:44+00,In Device,CHECKIN,NCD8242000216
139,1251,2024-07-30 17:33:27+00,In Device,CHECKIN,NCD8242000216
140,896,2024-07-30 17:34:47+00,In Device,CHECKIN,NCD8242000216
141,894,2024-07-30 17:36:12+00,In Device,CHECKIN,NCD8242000216
142,1134,2024-07-30 17:37:28+00,In Device,CHECKIN,NCD8242000216
143,1612,2024-07-30 17:39:12+00,In Device,CHECKIN,NCD8242000216
144,1226,2024-07-30 17:47:30+00,In Device,CHECKIN,NCD8242000216
145,1470,2024-07-30 17:48:59+00,In Device,CHECKIN,NCD8242000216
146,1283,2024-07-30 17:50:17+00,In Device,CHECKIN,NCD8242000216
147,1486,2024-07-30 17:54:30+00,In Device,CHECKIN,NCD8242000216
148,1565,2024-07-30 17:55:56+00,In Device,CHECKIN,NCD8242000216
149,1215,2024-07-30 17:57:18+00,In Device,CHECKIN,NCD8242000216
150,1214,2024-07-30 17:58:27+00,In Device,CHECKIN,NCD8242000216
151,1650,2024-07-30 18:19:12+00,In Device,CHECKIN,NCD8242000216
152,1488,2024-07-30 18:20:35+00,In Device,CHECKIN,NCD8242000216
153,1603,2024-07-30 18:22:35+00,In Device,CHECKIN,NCD8242000216
154,806,2024-07-30 18:22:44+00,In Device,CHECKIN,NCD8242000216
155,1666,2024-07-30 18:26:18+00,In Device,CHECKIN,NCD8242000216
156,1350,2024-07-30 18:31:56+00,In Device,CHECKIN,NCD8242000216
157,828,2024-07-30 18:32:38+00,In Device,CHECKIN,NCD8242000216
158,827,2024-07-30 18:32:49+00,In Device,CHECKIN,NCD8242000216
159,1617,2024-07-30 18:53:41+00,In Device,CHECKIN,NCD8242000216
160,1602,2024-07-30 18:53:44+00,In Device,CHECKIN,NCD8242000216
161,1400,2024-07-30 19:00:44+00,In Device,CHECKIN,NCD8242000216
162,1508,2024-07-30 19:02:17+00,In Device,CHECKIN,NCD8242000216
163,1541,2024-07-30 19:06:33+00,In Device,CHECKIN,NCD8242000216
164,1237,2024-07-30 19:08:23+00,In Device,CHECKIN,NCD8242000216
165,1236,2024-07-30 19:08:33+00,In Device,CHECKIN,NCD8242000216
166,1599,2024-07-30 19:22:41+00,In Device,CHECKIN,NCD8242000216
167,1289,2024-07-30 19:33:10+00,In Device,CHECKIN,NCD8242000216
168,1334,2024-07-30 19:33:23+00,In Device,CHECKIN,NCD8242000216
169,1279,2024-07-30 19:33:38+00,In Device,CHECKIN,NCD8242000216
170,1507,2024-07-30 19:38:23+00,In Device,CHECKIN,NCD8242000216
171,1474,2024-07-30 19:38:30+00,In Device,CHECKIN,NCD8242000216
172,1142,2024-07-30 19:42:56+00,In Device,CHECKIN,NCD8242000216
173,1461,2024-07-30 19:43:32+00,In Device,CHECKIN,NCD8242000216
174,1622,2024-07-30 19:45:10+00,In Device,CHECKIN,NCD8242000216
175,1251,2024-07-30 20:01:00+00,In Device,CHECKIN,NCD8242000216
176,1226,2024-07-30 20:01:06+00,In Device,CHECKIN,NCD8242000216
177,1498,2024-07-30 20:06:23+00,In Device,CHECKIN,NCD8242000216
178,964,2024-07-30 20:10:44+00,In Device,CHECKIN,NCD8242000216
179,858,2024-07-30 20:24:02+00,In Device,CHECKIN,NCD8242000216
180,778,2024-07-30 20:26:08+00,In Device,CHECKIN,NCD8242000216
181,997,2024-07-30 20:28:51+00,In Device,CHECKIN,NCD8242000216
182,1033,2024-07-30 20:30:14+00,In Device,CHECKIN,NCD8242000216
183,1402,2024-07-30 20:32:38+00,In Device,CHECKIN,NCD8242000216
184,1293,2024-07-30 20:37:48+00,In Device,CHECKIN,NCD8242000216
185,806,2024-07-30 20:38:24+00,In Device,CHECKIN,NCD8242000216
186,1549,2024-07-30 20:48:03+00,In Device,CHECKIN,NCD8242000216
187,1071,2024-07-30 20:49:07+00,In Device,CHECKIN,NCD8242000216
188,965,2024-07-30 20:49:13+00,In Device,CHECKIN,NCD8242000216
189,1104,2024-07-30 20:51:02+00,In Device,CHECKIN,NCD8242000216
190,1286,2024-07-30 20:52:04+00,In Device,CHECKIN,NCD8242000216
191,1443,2024-07-30 21:03:24+00,In Device,CHECKIN,NCD8242000216
192,1441,2024-07-30 21:05:30+00,In Device,CHECKIN,NCD8242000216
193,1572,2024-07-30 21:06:37+00,In Device,CHECKIN,NCD8242000216
194,1054,2024-07-30 21:35:38+00,In Device,CHECKIN,NCD8242000216
195,1316,2024-07-30 21:37:00+00,In Device,CHECKIN,NCD8242000216
196,1093,2024-07-30 21:38:18+00,In Device,CHECKIN,NCD8242000216
197,1261,2024-07-30 21:39:05+00,In Device,CHECKIN,NCD8242000216
198,1101,2024-07-30 21:40:05+00,In Device,CHECKIN,NCD8242000216
199,1079,2024-07-30 21:40:52+00,In Device,CHECKIN,NCD8242000216
200,1431,2024-07-30 21:42:40+00,In Device,CHECKIN,NCD8242000216
201,1590,2024-07-30 21:43:40+00,In Device,CHECKIN,NCD8242000216
202,1085,2024-07-30 21:45:15+00,In Device,CHECKIN,NCD8242000216
203,1372,2024-07-30 21:46:13+00,In Device,CHECKIN,NCD8242000216
204,1494,2024-07-30 21:47:40+00,In Device,CHECKIN,NCD8242000216
205,1114,2024-07-30 21:48:52+00,In Device,CHECKIN,NCD8242000216
206,1340,2024-07-30 21:49:46+00,In Device,CHECKIN,NCD8242000216
207,800,2024-07-30 21:50:11+00,In Device,CHECKIN,NCD8242000216
208,1640,2024-07-30 21:51:35+00,In Device,CHECKIN,NCD8242000216
209,1196,2024-07-30 21:55:13+00,In Device,CHECKIN,NCD8242000216
210,1200,2024-07-30 21:55:59+00,In Device,CHECKIN,NCD8242000216
211,1142,2024-07-30 21:56:04+00,In Device,CHECKIN,NCD8242000216
212,1549,2024-07-30 21:56:55+00,In Device,CHECKIN,NCD8242000216
213,1661,2024-07-30 21:57:43+00,In Device,CHECKIN,NCD8242000216
214,1287,2024-07-30 21:58:12+00,In Device,CHECKIN,NCD8242000216
215,1286,2024-07-30 21:58:23+00,In Device,CHECKIN,NCD8242000216
216,1620,2024-07-30 21:58:32+00,In Device,CHECKIN,NCD8242000216
217,1081,2024-07-30 21:58:44+00,In Device,CHECKIN,NCD8242000216
218,1603,2024-07-30 21:58:45+00,In Device,CHECKIN,NCD8242000216
219,1134,2024-07-30 21:59:53+00,In Device,CHECKIN,NCD8242000216
220,1183,2024-07-30 21:59:56+00,In Device,CHECKIN,NCD8242000216
221,1627,2024-07-30 22:00:02+00,In Device,CHECKIN,NCD8242000216
222,1237,2024-07-30 22:00:48+00,In Device,CHECKIN,NCD8242000216
223,1293,2024-07-30 22:02:19+00,In Device,CHECKIN,NCD8242000216
224,1030,2024-07-31 01:06:16+00,In Device,CHECKIN,NCD8242000216
225,976,2024-07-31 01:06:18+00,In Device,CHECKIN,NCD8242000216
226,1550,2024-07-31 01:26:24+00,In Device,CHECKIN,NCD8242000216
227,1115,2024-07-31 01:29:04+00,In Device,CHECKIN,NCD8242000216
228,1378,2024-07-31 01:29:54+00,In Device,CHECKIN,NCD8242000216
229,1102,2024-07-31 01:31:01+00,In Device,CHECKIN,NCD8242000216
230,951,2024-07-31 01:32:47+00,In Device,CHECKIN,NCD8242000216
231,1232,2024-07-31 05:46:20+00,In Device,CHECKIN,NCD8242000216
232,1194,2024-07-31 05:47:20+00,In Device,CHECKIN,NCD8242000216
233,1287,2024-07-31 05:48:34+00,In Device,CHECKIN,NCD8242000216
234,1601,2024-07-31 05:49:10+00,In Device,CHECKIN,NCD8242000216
235,1080,2024-07-31 05:50:23+00,In Device,CHECKIN,NCD8242000216
236,828,2024-07-31 05:50:32+00,In Device,CHECKIN,NCD8242000216
237,1459,2024-07-31 05:50:36+00,In Device,CHECKIN,NCD8242000216
238,1258,2024-07-31 05:51:16+00,In Device,CHECKIN,NCD8242000216
239,1525,2024-07-31 05:52:00+00,In Device,CHECKIN,NCD8242000216
240,1567,2024-07-31 05:53:30+00,In Device,CHECKIN,NCD8242000216
241,1454,2024-07-31 05:53:49+00,In Device,CHECKIN,NCD8242000216
242,1316,2024-07-31 05:55:54+00,In Device,CHECKIN,NCD8242000216
243,1261,2024-07-31 05:55:59+00,In Device,CHECKIN,NCD8242000216
244,1431,2024-07-31 05:56:03+00,In Device,CHECKIN,NCD8242000216
245,1085,2024-07-31 05:56:12+00,In Device,CHECKIN,NCD8242000216
246,1640,2024-07-31 05:56:15+00,In Device,CHECKIN,NCD8242000216
247,951,2024-07-31 05:56:57+00,In Device,CHECKIN,NCD8242000216
248,932,2024-07-31 05:58:07+00,In Device,CHECKIN,NCD8242000216
249,1082,2024-07-31 05:58:25+00,In Device,CHECKIN,NCD8242000216
250,1183,2024-07-31 05:58:30+00,In Device,CHECKIN,NCD8242000216
251,1114,2024-07-31 05:58:37+00,In Device,CHECKIN,NCD8242000216
252,1271,2024-07-31 06:00:09+00,In Device,CHECKIN,NCD8242000216
253,1262,2024-07-31 06:01:56+00,In Device,CHECKIN,NCD8242000216
254,1469,2024-07-31 06:02:24+00,In Device,CHECKIN,NCD8242000216
255,1534,2024-07-31 06:03:22+00,In Device,CHECKIN,NCD8242000216
256,1201,2024-07-31 06:04:41+00,In Device,CHECKIN,NCD8242000216
257,1647,2024-07-31 06:05:29+00,In Device,CHECKIN,NCD8242000216
258,1658,2024-07-31 06:05:34+00,In Device,CHECKIN,NCD8242000216
259,1645,2024-07-31 06:05:46+00,In Device,CHECKIN,NCD8242000216
260,1528,2024-07-31 06:06:25+00,In Device,CHECKIN,NCD8242000216
261,1334,2024-07-31 06:11:07+00,In Device,CHECKIN,NCD8242000216
262,1663,2024-07-31 06:12:52+00,In Device,CHECKIN,NCD8242000216
263,1371,2024-07-31 06:14:55+00,In Device,CHECKIN,NCD8242000216
264,1643,2024-07-31 06:23:47+00,In Device,CHECKIN,NCD8242000216
265,1350,2024-07-31 07:44:48+00,In Device,CHECKIN,NCD8242000216
266,1262,2024-07-31 11:01:59+00,In Device,CHECKIN,NCD8242000216
267,1402,2024-07-31 11:02:37+00,In Device,CHECKIN,NCD8242000216
268,1403,2024-07-31 11:02:40+00,In Device,CHECKIN,NCD8242000216
269,1334,2024-07-31 11:17:29+00,In Device,CHECKIN,NCD8242000216
270,1287,2024-07-31 11:37:17+00,In Device,CHECKIN,NCD8242000216
271,848,2024-07-31 11:42:48+00,In Device,CHECKIN,NCD8242000216
272,828,2024-07-31 12:05:31+00,In Device,CHECKIN,NCD8242000216
273,1507,2024-07-31 13:32:41+00,In Device,CHECKIN,NCD8242000216
274,1259,2024-07-31 13:32:44+00,In Device,CHECKIN,NCD8242000216
275,1480,2024-07-31 13:32:47+00,In Device,CHECKIN,NCD8242000216
276,1071,2024-07-31 13:33:09+00,In Device,CHECKIN,NCD8242000216
277,1604,2024-07-31 13:36:54+00,In Device,CHECKIN,NCD8242000216
278,1617,2024-07-31 13:36:57+00,In Device,CHECKIN,NCD8242000216
279,1599,2024-07-31 13:37:00+00,In Device,CHECKIN,NCD8242000216
280,1295,2024-07-31 13:44:07+00,In Device,CHECKIN,NCD8242000216
281,1550,2024-07-31 13:44:18+00,In Device,CHECKIN,NCD8242000216
282,1602,2024-07-31 13:44:53+00,In Device,CHECKIN,NCD8242000216
283,1180,2024-07-31 13:47:30+00,In Device,CHECKIN,NCD8242000216
284,1150,2024-07-31 13:47:38+00,In Device,CHECKIN,NCD8242000216
285,1081,2024-07-31 13:48:12+00,In Device,CHECKIN,NCD8242000216
286,1104,2024-07-31 13:50:01+00,In Device,CHECKIN,NCD8242000216
287,1142,2024-07-31 13:51:00+00,In Device,CHECKIN,NCD8242000216
288,1490,2024-07-31 13:51:18+00,In Device,CHECKIN,NCD8242000216
289,793,2024-07-31 13:51:48+00,In Device,CHECKIN,NCD8242000216
290,1478,2024-07-31 13:52:23+00,In Device,CHECKIN,NCD8242000216
291,1470,2024-07-31 13:53:14+00,In Device,CHECKIN,NCD8242000216
292,1226,2024-07-31 13:53:57+00,In Device,CHECKIN,NCD8242000216
293,1371,2024-07-31 13:55:24+00,In Device,CHECKIN,NCD8242000216
294,1287,2024-07-31 13:55:33+00,In Device,CHECKIN,NCD8242000216
295,1663,2024-07-31 13:55:43+00,In Device,CHECKIN,NCD8242000216
296,1183,2024-07-31 13:55:45+00,In Device,CHECKIN,NCD8242000216
297,1045,2024-07-31 13:56:07+00,In Device,CHECKIN,NCD8242000216
298,1441,2024-07-31 13:56:36+00,In Device,CHECKIN,NCD8242000216
299,1443,2024-07-31 13:56:37+00,In Device,CHECKIN,NCD8242000216
300,1262,2024-07-31 13:57:07+00,In Device,CHECKIN,NCD8242000216
301,1514,2024-07-31 13:57:48+00,In Device,CHECKIN,NCD8242000216
302,1194,2024-07-31 13:57:51+00,In Device,CHECKIN,NCD8242000216
303,1525,2024-07-31 13:57:52+00,In Device,CHECKIN,NCD8242000216
304,1534,2024-07-31 13:57:58+00,In Device,CHECKIN,NCD8242000216
305,997,2024-07-31 13:58:06+00,In Device,CHECKIN,NCD8242000216
306,1033,2024-07-31 13:58:08+00,In Device,CHECKIN,NCD8242000216
307,964,2024-07-31 13:58:13+00,In Device,CHECKIN,NCD8242000216
308,976,2024-07-31 13:58:16+00,In Device,CHECKIN,NCD8242000216
309,1236,2024-07-31 13:58:18+00,In Device,CHECKIN,NCD8242000216
310,1237,2024-07-31 13:58:21+00,In Device,CHECKIN,NCD8242000216
311,1128,2024-07-31 13:58:43+00,In Device,CHECKIN,NCD8242000216
312,1661,2024-07-31 13:59:25+00,In Device,CHECKIN,NCD8242000216
313,1410,2024-07-31 14:00:26+00,In Device,CHECKIN,NCD8242000216
314,1420,2024-07-31 14:00:30+00,In Device,CHECKIN,NCD8242000216
315,1336,2024-07-31 14:00:41+00,In Device,CHECKIN,NCD8242000216
316,1486,2024-07-31 14:00:43+00,In Device,CHECKIN,NCD8242000216
317,1082,2024-07-31 14:00:54+00,In Device,CHECKIN,NCD8242000216
318,1601,2024-07-31 14:01:16+00,In Device,CHECKIN,NCD8242000216
319,1469,2024-07-31 14:01:31+00,In Device,CHECKIN,NCD8242000216
320,1258,2024-07-31 14:01:40+00,In Device,CHECKIN,NCD8242000216
321,1645,2024-07-31 14:01:45+00,In Device,CHECKIN,NCD8242000216
322,1201,2024-07-31 14:01:52+00,In Device,CHECKIN,NCD8242000216
323,1567,2024-07-31 14:02:02+00,In Device,CHECKIN,NCD8242000216
324,1643,2024-07-31 14:03:20+00,In Device,CHECKIN,NCD8242000216
325,1271,2024-07-31 14:04:00+00,In Device,CHECKIN,NCD8242000216
326,1528,2024-07-31 14:04:10+00,In Device,CHECKIN,NCD8242000216
327,1232,2024-07-31 14:04:31+00,In Device,CHECKIN,NCD8242000216
328,1251,2024-07-31 14:06:02+00,In Device,CHECKIN,NCD8242000216
329,1215,2024-07-31 14:06:06+00,In Device,CHECKIN,NCD8242000216
330,1612,2024-07-31 14:07:29+00,In Device,CHECKIN,NCD8242000216
331,1498,2024-07-31 14:07:33+00,In Device,CHECKIN,NCD8242000216
332,1572,2024-07-31 14:07:39+00,In Device,CHECKIN,NCD8242000216
333,778,2024-07-31 14:07:59+00,In Device,CHECKIN,NCD8242000216
334,1603,2024-07-31 14:09:17+00,In Device,CHECKIN,NCD8242000216
335,1038,2024-07-31 14:10:11+00,In Device,CHECKIN,NCD8242000216
336,1471,2024-07-31 14:11:02+00,In Device,CHECKIN,NCD8242000216
337,1400,2024-07-31 14:11:15+00,In Device,CHECKIN,NCD8242000216
338,1214,2024-07-31 14:13:49+00,In Device,CHECKIN,NCD8242000216
339,1283,2024-07-31 14:14:00+00,In Device,CHECKIN,NCD8242000216
340,1027,2024-07-31 14:53:47+00,In Device,CHECKIN,NCD8242000216
341,1384,2024-07-31 14:53:50+00,In Device,CHECKIN,NCD8242000216
342,1477,2024-07-31 15:53:02+00,In Device,CHECKIN,NCD8242000216
343,1478,2024-07-31 17:21:55+00,In Device,CHECKIN,NCD8242000216
344,1128,2024-07-31 18:58:50+00,In Device,CHECKIN,NCD8242000216
345,1145,2024-07-31 18:58:58+00,In Device,CHECKIN,NCD8242000216
346,1237,2024-07-31 18:59:06+00,In Device,CHECKIN,NCD8242000216
347,1259,2024-07-31 19:03:05+00,In Device,CHECKIN,NCD8242000216
348,1283,2024-07-31 19:03:08+00,In Device,CHECKIN,NCD8242000216
349,1419,2024-07-31 19:05:56+00,In Device,CHECKIN,NCD8242000216
350,1400,2024-07-31 19:06:16+00,In Device,CHECKIN,NCD8242000216
351,1384,2024-07-31 19:07:13+00,In Device,CHECKIN,NCD8242000216
352,1027,2024-07-31 19:07:20+00,In Device,CHECKIN,NCD8242000216
353,1236,2024-07-31 19:25:20+00,In Device,CHECKIN,NCD8242000216
354,1478,2024-07-31 19:27:17+00,In Device,CHECKIN,NCD8242000216
355,1479,2024-07-31 19:27:18+00,In Device,CHECKIN,NCD8242000216
356,1541,2024-07-31 19:28:47+00,In Device,CHECKIN,NCD8242000216
357,1441,2024-07-31 19:30:43+00,In Device,CHECKIN,NCD8242000216
358,1486,2024-07-31 19:34:38+00,In Device,CHECKIN,NCD8242000216
